T,X
7629,2589
7630,2590
7631,2589
7632,2590
7633,2589
7634,2590
7635,2591
7636,2592
7637,2591
7638,2592
7639,2591
7640,2592
7641,2593
7642,2594
7643,2593
7644,2594
7645,2595
7646,2594
7647,2595
7648,2594
7649,2595
7650,2594
7651,2593
7652,2594
7653,2595
7654,2596
7655,2597
7656,2596
7657,2597
7658,2596
7659,2597
7660,2598
7661,2597
7662,2598
7663,2597
7664,2598
7665,2599
7666,2600
7667,2601
7668,2602
7669,2603
7670,2604
7671,2603
7672,2604
7673,2603
7674,2604
7675,2605
7676,2606
7677,2607
7678,2608
7679,2609
7680,2610
7681,2611
7682,2612
7683,2613
7684,2614
7685,2615
7686,2616
7687,2615
7688,2616
7689,2617
7690,2618
7691,2619
7692,2620
7693,2621
7694,2622
7695,2621
7696,2622
7697,2623
7698,2622
7699,2623
7700,2624
7701,2625
7702,2624
7703,2625
7704,2626
7705,2627
7706,2628
7707,2629
7708,2630
7709,2631
7710,2632
7711,2633
7712,2634
7713,2633
7714,2634
7715,2635
7716,2636
7717,2635
7718,2636
7719,2635
7720,2636
7721,2637
7722,2638
7723,2639
7724,2640
7725,2639
7726,2638
7727,2637
7728,2638
7729,2639
7730,2640
7731,2641
7732,2642
7733,2641
7734,2640
7735,2641
7736,2640
7737,2641
7738,2642
7739,2641
7740,2642
7741,2641
7742,2642
7743,2641
7744,2642
7745,2643
7746,2644
7747,2645
7748,2646
7749,2645
7750,2644
7751,2645
7752,2644
7753,2645
7754,2646
7755,2647
7756,2648
7757,2649
7758,2648
7759,2647
7760,2648
7761,2647
7762,2648
7763,2649
7764,2648
7765,2647
7766,2648
7767,2649
7768,2650
7769,2651
7770,2652
7771,2653
7772,2654
7773,2655
7774,2654
7775,2655
7776,2656
7777,2657
7778,2658
7779,2657
7780,2658
7781,2657
7782,2656
7783,2657
7784,2658
7785,2659
7786,2660
7787,2661
7788,2662
7789,2663
7790,2662
7791,2661
7792,2662
7793,2663
7794,2662
7795,2663
7796,2662
7797,2663
7798,2662
7799,2663
7800,2662
7801,2661
7802,2660
7803,2659
7804,2660
7805,2661
7806,2662
7807,2663
7808,2664
7809,2665
7810,2664
7811,2665
7812,2666
7813,2667
7814,2666
7815,2667
7816,2666
7817,2667
7818,2666
7819,2667
7820,2666
7821,2667
7822,2666
7823,2667
7824,2668
7825,2669
7826,2668
7827,2669
7828,2670
7829,2671
7830,2672
7831,2673
7832,2674
7833,2675
7834,2676
7835,2675
7836,2674
7837,2675
7838,2676
7839,2675
7840,2676
7841,2675
7842,2676
7843,2677
7844,2678
7845,2679
7846,2680
7847,2681
7848,2682
7849,2683
7850,2682
7851,2683
7852,2684
7853,2683
7854,2684
7855,2685
7856,2684
7857,2683
7858,2684
7859,2683
7860,2684
7861,2683
7862,2684
7863,2683
7864,2682
7865,2683
7866,2684
7867,2683
7868,2684
7869,2685
7870,2684
7871,2685
7872,2686
7873,2687
7874,2688
7875,2689
7876,2690
7877,2691
7878,2690
7879,2691
7880,2690
7881,2691
7882,2692
7883,2691
7884,2690
7885,2689
7886,2690
7887,2691
7888,2692
7889,2691
7890,2692
7891,2691
7892,2690
7893,2691
7894,2692
7895,2693
7896,2694
7897,2693
7898,2694
7899,2695
7900,2694
7901,2695
7902,2696
7903,2695
7904,2696
7905,2697
7906,2696
7907,2695
7908,2694
7909,2695
7910,2696
7911,2697
7912,2696
7913,2697
7914,2696
7915,2695
7916,2696
7917,2695
7918,2694
7919,2695
7920,2696
7921,2697
7922,2696
7923,2695
7924,2694
7925,2695
7926,2694
7927,2695
7928,2696
7929,2697
7930,2698
7931,2697
7932,2698
7933,2697
7934,2698
7935,2697
7936,2698
7937,2699
7938,2698
7939,2697
7940,2696
7941,2695
7942,2694
7943,2695
7944,2696
7945,2695
7946,2696
7947,2697
7948,2696
7949,2697
7950,2698
7951,2697
7952,2698
7953,2699
7954,2698
7955,2697
7956,2698
7957,2699
7958,2698
7959,2699
7960,2700
7961,2701
7962,2700
7963,2701
7964,2702
7965,2701
7966,2700
7967,2701
7968,2700
7969,2701
7970,2700
7971,2701
7972,2700
7973,2701
7974,2702
7975,2703
7976,2704
7977,2705
7978,2704
7979,2705
7980,2704
7981,2703
7982,2704
7983,2703
7984,2704
7985,2705
7986,2706
7987,2707
7988,2708
7989,2709
7990,2708
7991,2709
7992,2710
7993,2711
7994,2712
7995,2713
7996,2714
7997,2713
7998,2712
7999,2713
8000,2714
8001,2715
8002,2716
8003,2717
8004,2716
8005,2717
8006,2716
8007,2715
8008,2716
8009,2715
8010,2716
8011,2717
8012,2718
8013,2719
8014,2720
8015,2719
8016,2718
8017,2719
8018,2718
8019,2719
8020,2720
8021,2719
8022,2720
8023,2721
8024,2722
8025,2723
8026,2724
8027,2723
8028,2724
8029,2723
8030,2724
8031,2725
8032,2724
8033,2723
8034,2724
8035,2723
8036,2724
8037,2725
8038,2724
8039,2723
8040,2724
8041,2723
8042,2724
8043,2725
8044,2726
8045,2725
8046,2726
8047,2727
8048,2728
8049,2729
8050,2730
8051,2731
8052,2732
8053,2733
8054,2734
8055,2733
8056,2732
8057,2733
8058,2734
8059,2733
8060,2734
8061,2735
8062,2736
8063,2737
8064,2738
8065,2739
8066,2740
8067,2741
8068,2742
8069,2743
8070,2744
8071,2743
8072,2744
8073,2743
8074,2742
8075,2743
8076,2744
8077,2745
8078,2746
8079,2745
8080,2746
8081,2745
8082,2744
8083,2745
8084,2746
8085,2747
8086,2746
8087,2747
8088,2746
8089,2747
8090,2748
8091,2749
8092,2750
8093,2751
8094,2752
8095,2751
8096,2750
8097,2751
8098,2752
8099,2753
8100,2754
8101,2753
8102,2754
8103,2755
8104,2756
8105,2757
8106,2758
8107,2759
8108,2760
8109,2761
8110,2762
8111,2761
8112,2762
8113,2761
8114,2760
8115,2761
8116,2762
8117,2763
8118,2764
8119,2765
8120,2766
8121,2765
8122,2766
8123,2767
8124,2766
8125,2767
8126,2768
8127,2767
8128,2768
8129,2769
8130,2768
8131,2767
8132,2766
8133,2767
8134,2766
8135,2767
8136,2768
8137,2767
8138,2766
8139,2765
8140,2766
8141,2767
8142,2768
8143,2767
8144,2766
8145,2765
8146,2766
8147,2767
8148,2768
8149,2769
8150,2770
8151,2769
8152,2770
8153,2769
8154,2768
8155,2769
8156,2770
8157,2769
8158,2770
8159,2771
8160,2770
8161,2769
8162,2770
8163,2771
8164,2772
8165,2773
8166,2774
8167,2775
8168,2774
8169,2775
8170,2776
8171,2777
8172,2778
8173,2779
8174,2780
8175,2781
8176,2780
8177,2781
8178,2780
8179,2779
8180,2778
8181,2777
8182,2778
8183,2779
8184,2780
8185,2781
8186,2782
8187,2783
8188,2784
8189,2783
8190,2784
8191,2785
8192,2786
8193,2787
8194,2788
8195,2789
8196,2788
8197,2789
8198,2790
8199,2791
8200,2792
8201,2793
8202,2792
8203,2791
8204,2790
8205,2789
8206,2788
8207,2789
8208,2788
8209,2787
8210,2786
8211,2787
8212,2788
8213,2789
8214,2790
8215,2789
8216,2788
8217,2789
8218,2790
8219,2791
8220,2790
8221,2789
8222,2790
8223,2789
8224,2790
8225,2791
8226,2792
8227,2793
8228,2794
8229,2795
8230,2796
8231,2797
8232,2798
8233,2799
8234,2800
8235,2799
8236,2800
8237,2799
8238,2800
8239,2801
8240,2800
8241,2801
8242,2800
8243,2801
8244,2802
8245,2801
8246,2802
8247,2801
8248,2800
8249,2801
8250,2802
8251,2801
8252,2802
8253,2803
8254,2804
8255,2803
8256,2804
8257,2803
8258,2804
8259,2803
8260,2804
8261,2803
8262,2804
8263,2805
8264,2804
8265,2805
8266,2804
8267,2805
8268,2806
8269,2807
8270,2808
8271,2809
8272,2808
8273,2809
8274,2810
8275,2811
8276,2812
8277,2813
8278,2812
8279,2813
8280,2812
8281,2813
8282,2812
8283,2813
8284,2814
8285,2815
8286,2816
8287,2817
8288,2816
8289,2817
8290,2816
8291,2817
8292,2818
8293,2819
8294,2818
8295,2817
8296,2818
8297,2817
8298,2816
8299,2815
8300,2816
8301,2817
8302,2818
8303,2819
8304,2820
8305,2819
8306,2820
8307,2821
8308,2822
8309,2823
8310,2824
8311,2823
8312,2824
8313,2825
8314,2826
8315,2827
8316,2828
8317,2829
8318,2828
8319,2827
8320,2828
8321,2829
8322,2830
8323,2829
8324,2828
8325,2827
8326,2828
8327,2829
8328,2830
8329,2831
8330,2832
8331,2831
8332,2832
8333,2831
8334,2832
8335,2831
8336,2832
8337,2831
8338,2830
8339,2829
8340,2828
8341,2829
8342,2830
8343,2831
8344,2832
8345,2833
8346,2832
8347,2833
8348,2832
8349,2833
8350,2834
8351,2835
8352,2834
8353,2835
8354,2836
8355,2837
8356,2836
8357,2835
8358,2834
8359,2835
8360,2836
8361,2835
8362,2836
8363,2835
8364,2834
8365,2835
8366,2834
8367,2835
8368,2836
8369,2837
8370,2838
8371,2837
8372,2838
8373,2839
8374,2838
8375,2839
8376,2838
8377,2839
8378,2840
8379,2839
8380,2840
8381,2841
8382,2840
8383,2841
8384,2842
8385,2843
8386,2844
8387,2845
8388,2846
8389,2845
8390,2846
8391,2847
8392,2848
8393,2847
8394,2848
8395,2849
8396,2850
8397,2851
8398,2852
8399,2851
8400,2852
8401,2853
8402,2852
8403,2851
8404,2850
8405,2851
8406,2852
8407,2851
8408,2852
8409,2851
8410,2850
8411,2851
8412,2852
8413,2853
8414,2854
8415,2853
8416,2854
8417,2855
8418,2856
8419,2855
8420,2854
8421,2853
8422,2854
8423,2855
8424,2856
8425,2857
8426,2858
8427,2857
8428,2858
8429,2859
8430,2860
8431,2859
8432,2860
8433,2861
8434,2862
8435,2863
8436,2864
8437,2865
8438,2864
8439,2865
8440,2866
8441,2867
8442,2868
8443,2869
8444,2870
8445,2869
8446,2868
8447,2869
8448,2868
8449,2867
8450,2868
8451,2867
8452,2868
8453,2867
8454,2866
8455,2865
8456,2864
8457,2865
8458,2864
8459,2863
8460,2862
8461,2861
8462,2860
8463,2859
8464,2860
8465,2861
8466,2860
8467,2861
8468,2860
8469,2861
8470,2860
8471,2861
8472,2860
8473,2861
8474,2860
8475,2861
8476,2862
8477,2863
8478,2864
8479,2863
8480,2862
8481,2861
8482,2862
8483,2863
8484,2862
8485,2863
8486,2864
8487,2863
8488,2864
8489,2863
8490,2862
8491,2863
8492,2864
8493,2865
8494,2866
8495,2867
8496,2868
8497,2867
8498,2868
8499,2869
8500,2870
8501,2871
8502,2872
8503,2871
8504,2872
8505,2873
8506,2874
8507,2875
8508,2874
8509,2875
8510,2874
8511,2875
8512,2876
8513,2877
8514,2878
8515,2877
8516,2878
8517,2879
8518,2878
8519,2879
8520,2878
8521,2879
8522,2880
8523,2879
8524,2880
8525,2881
8526,2882
8527,2883
8528,2884
8529,2883
8530,2884
8531,2885
8532,2886
8533,2885
8534,2884
8535,2885
8536,2884
8537,2885
8538,2886
8539,2885
8540,2884
8541,2885
8542,2886
8543,2887
8544,2888
8545,2889
8546,2888
8547,2887
8548,2886
8549,2885
8550,2884
8551,2885
8552,2884
8553,2885
8554,2884
8555,2885
8556,2884
8557,2885
8558,2886
8559,2887
8560,2886
8561,2887
8562,2886
8563,2887
8564,2888
8565,2889
8566,2890
8567,2891
8568,2890
8569,2891
8570,2892
8571,2891
8572,2892
8573,2893
8574,2894
8575,2895
8576,2896
8577,2895
8578,2896
8579,2897
8580,2896
8581,2895
8582,2896
8583,2897
8584,2898
8585,2897
8586,2896
8587,2897
8588,2898
8589,2897
8590,2896
8591,2895
8592,2896
8593,2897
8594,2896
8595,2897
8596,2898
8597,2899
8598,2900
8599,2901
8600,2902
8601,2903
8602,2904
8603,2905
8604,2904
8605,2903
8606,2904
8607,2905
8608,2904
8609,2903
8610,2902
8611,2903
8612,2902
8613,2903
8614,2904
8615,2905
8616,2904
8617,2905
8618,2904
8619,2903
8620,2904
8621,2905
8622,2904
8623,2903
8624,2902
8625,2903
8626,2904
8627,2905
8628,2906
8629,2907
8630,2908
8631,2909
8632,2910
8633,2911
8634,2912
8635,2913
8636,2912
8637,2913
8638,2914
8639,2913
8640,2912
8641,2911
8642,2910
8643,2909
8644,2908
8645,2909
8646,2910
8647,2911
8648,2910
8649,2911
8650,2910
8651,2911
8652,2910
8653,2911
8654,2912
8655,2913
8656,2914
8657,2915
8658,2916
8659,2917
8660,2918
8661,2917
8662,2916
8663,2917
8664,2918
8665,2917
8666,2916
8667,2917
8668,2918
8669,2919
8670,2920
8671,2921
8672,2922
8673,2921
8674,2922
8675,2921
8676,2922
8677,2923
8678,2922
8679,2921
8680,2922
8681,2921
8682,2920
8683,2921
8684,2922
8685,2923
8686,2924
8687,2925
8688,2924
8689,2923
8690,2922
8691,2921
8692,2922
8693,2923
8694,2924
8695,2923
8696,2924
8697,2923
8698,2924
8699,2925
8700,2926
8701,2925
8702,2924
8703,2925
8704,2926
8705,2925
8706,2926
8707,2927
8708,2928
8709,2929
8710,2930
8711,2931
8712,2932
8713,2933
8714,2932
8715,2933
8716,2934
8717,2935
8718,2936
8719,2935
8720,2936
8721,2937
8722,2938
8723,2939
8724,2938
8725,2939
8726,2938
8727,2937
8728,2938
8729,2939
8730,2938
8731,2939
8732,2938
8733,2939
8734,2940
8735,2941
8736,2942
8737,2941
8738,2940
8739,2941
8740,2942
8741,2941
8742,2940
8743,2939
8744,2940
8745,2941
8746,2942
8747,2943
8748,2942
8749,2941
8750,2942
8751,2943
8752,2944
8753,2945
8754,2946
8755,2945
8756,2944
8757,2943
8758,2942
8759,2943
8760,2944
8761,2945
8762,2946
8763,2947
8764,2946
8765,2945
8766,2946
8767,2945
8768,2944
8769,2945
8770,2946
8771,2945
8772,2946
8773,2947
8774,2948
8775,2947
8776,2946
8777,2945
8778,2944
8779,2943
8780,2944
8781,2945
8782,2946
8783,2947
8784,2948
8785,2949
8786,2950
8787,2951
8788,2950
8789,2951
8790,2950
8791,2951
8792,2952
8793,2953
8794,2954
8795,2953
8796,2954
8797,2953
8798,2952
8799,2953
8800,2952
8801,2951
8802,2952
8803,2953
8804,2954
8805,2953
8806,2954
8807,2955
8808,2956
8809,2957
8810,2956
8811,2955
8812,2954
8813,2955
8814,2954
8815,2953
8816,2954
8817,2955
8818,2954
8819,2955
8820,2954
8821,2955
8822,2956
8823,2957
8824,2958
8825,2957
8826,2958
8827,2959
8828,2960
8829,2959
8830,2960
8831,2961
8832,2962
8833,2961
8834,2962
8835,2963
8836,2964
8837,2965
8838,2966
8839,2965
8840,2966
8841,2967
8842,2966
8843,2967
8844,2968
8845,2969
8846,2970
8847,2971
8848,2972
8849,2973
8850,2974
8851,2975
8852,2976
8853,2975
8854,2976
8855,2977
8856,2978
8857,2977
8858,2978
8859,2977
8860,2976
8861,2977
8862,2978
8863,2979
8864,2980
8865,2981
8866,2982
8867,2983
8868,2984
8869,2983
8870,2984
8871,2985
8872,2986
8873,2985
8874,2986
8875,2987
8876,2988
8877,2989
8878,2990
8879,2991
8880,2992
8881,2993
8882,2994
8883,2993
8884,2994
8885,2993
8886,2994
8887,2995
8888,2996
8889,2997
8890,2998
8891,2999
8892,3000
8893,2999
8894,3000
8895,3001
8896,3002
8897,3001
8898,3000
8899,3001
8900,3002
8901,3003
8902,3002
8903,3003
8904,3004
8905,3005
8906,3006
8907,3007
8908,3008
8909,3007
8910,3006
8911,3005
8912,3006
8913,3007
8914,3008
8915,3009
8916,3010
8917,3011
8918,3012
8919,3011
8920,3012
8921,3011
8922,3012
8923,3013
8924,3014
8925,3013
8926,3014
8927,3015
8928,3014
8929,3013
8930,3012
8931,3013
8932,3014
8933,3015
8934,3016
8935,3015
8936,3014
8937,3013
8938,3014
8939,3013
8940,3012
8941,3013
8942,3014
8943,3015
8944,3016
8945,3015
8946,3016
8947,3015
8948,3016
8949,3015
8950,3016
8951,3015
8952,3014
8953,3015
8954,3014
8955,3015
8956,3014
8957,3013
8958,3014
8959,3015
8960,3016
8961,3015
8962,3014
8963,3013
8964,3014
8965,3015
8966,3014
8967,3013
8968,3014
8969,3013
8970,3014
8971,3013
8972,3012
8973,3013
8974,3012
8975,3011
8976,3012
8977,3011
8978,3012
8979,3013
8980,3014
8981,3015
8982,3016
8983,3017
8984,3018
8985,3019
8986,3018
8987,3019
8988,3018
8989,3019
8990,3018
8991,3017
8992,3018
8993,3017
8994,3018
8995,3019
8996,3020
8997,3019
8998,3020
8999,3019
9000,3018
9001,3019
9002,3020
9003,3021
9004,3020
9005,3021
9006,3020
9007,3021
9008,3022
9009,3023
9010,3024
9011,3025
9012,3026
9013,3027
9014,3026
9015,3027
9016,3028
9017,3029
9018,3030
9019,3031
9020,3032
9021,3033
9022,3032
9023,3033
9024,3034
9025,3035
9026,3034
9027,3035
9028,3036
9029,3037
9030,3038
9031,3037
9032,3036
9033,3035
9034,3034
9035,3033
9036,3032
9037,3033
9038,3032
9039,3033
9040,3034
9041,3035
9042,3034
9043,3035
9044,3036
9045,3037
9046,3038
9047,3039
9048,3040
9049,3039
9050,3038
9051,3037
9052,3038
9053,3039
9054,3040
9055,3039
9056,3038
9057,3039
9058,3038
9059,3037
9060,3038
9061,3039
9062,3038
9063,3037
9064,3038
9065,3039
9066,3038
9067,3039
9068,3040
9069,3041
9070,3040
9071,3039
9072,3038
9073,3037
9074,3038
9075,3039
9076,3040
9077,3041
9078,3042
9079,3041
9080,3040
9081,3041
9082,3040
9083,3041
9084,3042
9085,3043
9086,3044
9087,3045
9088,3046
9089,3045
9090,3044
9091,3045
9092,3044
9093,3043
9094,3044
9095,3045
9096,3044
9097,3043
9098,3044
9099,3045
9100,3046
9101,3047
9102,3046
9103,3047
9104,3048
9105,3049
9106,3050
9107,3051
9108,3052
9109,3051
9110,3052
9111,3053
9112,3054
9113,3055
9114,3054
9115,3053
9116,3054
9117,3055
9118,3054
9119,3055
9120,3056
9121,3057
9122,3058
9123,3059
9124,3060
9125,3061
9126,3062
9127,3063
9128,3062
9129,3063
9130,3064
9131,3065
9132,3066
9133,3065
9134,3064
9135,3065
9136,3066
9137,3067
9138,3066
9139,3067
9140,3068
9141,3067
9142,3066
9143,3067
9144,3068
9145,3069
9146,3070
9147,3071
9148,3072
9149,3073
9150,3074
9151,3073
9152,3074
9153,3073
9154,3072
9155,3073
9156,3072
9157,3071
9158,3072
9159,3073
9160,3074
9161,3075
9162,3076
9163,3077
9164,3076
9165,3077
9166,3076
9167,3077
9168,3076
9169,3077
9170,3076
9171,3077
9172,3078
9173,3077
9174,3078
9175,3077
9176,3078
9177,3079
9178,3080
9179,3081
9180,3082
9181,3083
9182,3082
9183,3083
9184,3084
9185,3085
9186,3084
9187,3085
9188,3086
9189,3087
9190,3086
9191,3085
9192,3084
9193,3085
9194,3084
9195,3085
9196,3086
9197,3085
9198,3084
9199,3083
9200,3082
9201,3081
9202,3082
9203,3083
9204,3082
9205,3083
9206,3084
9207,3083
9208,3084
9209,3085
9210,3086
9211,3087
9212,3088
9213,3089
9214,3090
9215,3091
9216,3092
9217,3091
9218,3090
9219,3091
9220,3092
9221,3093
9222,3092
9223,3093
9224,3092
9225,3091
9226,3090
9227,3091
9228,3092
9229,3093
9230,3094
9231,3095
9232,3096
9233,3097
9234,3098
9235,3097
9236,3098
9237,3099
9238,3100
9239,3099
9240,3100
9241,3101
9242,3102
9243,3101
9244,3102
9245,3103
9246,3104
9247,3105
9248,3104
9249,3105
9250,3106
9251,3107
9252,3108
9253,3109
9254,3110
9255,3109
9256,3110
9257,3111
9258,3110
9259,3111
9260,3112
9261,3111
9262,3112
9263,3113
9264,3114
9265,3115
9266,3116
9267,3117
9268,3118
9269,3117
9270,3116
9271,3117
9272,3118
9273,3117
9274,3116
9275,3115
9276,3116
9277,3115
9278,3116
9279,3117
9280,3118
9281,3119
9282,3118
9283,3119
9284,3120
9285,3119
9286,3118
9287,3119
9288,3120
9289,3119
9290,3118
9291,3117
9292,3118
9293,3119
9294,3118
9295,3119
9296,3118
9297,3119
9298,3120
9299,3121
9300,3122
9301,3121
9302,3122
9303,3123
9304,3124
9305,3125
9306,3126
9307,3127
9308,3128
9309,3127
9310,3128
9311,3129
9312,3130
9313,3131
9314,3132
9315,3133
9316,3134
9317,3135
9318,3136
9319,3137
9320,3138
9321,3139
9322,3140
9323,3139
9324,3140
9325,3141
9326,3140
9327,3141
9328,3142
9329,3141
9330,3140
9331,3141
9332,3140
9333,3141
9334,3142
9335,3143
9336,3144
9337,3145
9338,3146
9339,3145
9340,3146
9341,3145
9342,3146
9343,3147
9344,3148
9345,3147
9346,3148
9347,3149
9348,3150
9349,3149
9350,3150
9351,3151
9352,3152
9353,3153
9354,3154
9355,3153
9356,3152
9357,3151
9358,3150
9359,3151
9360,3152
9361,3153
9362,3154
9363,3153
9364,3152
9365,3153
9366,3154
9367,3153
9368,3154
9369,3155
9370,3156
9371,3155
9372,3154
9373,3155
9374,3156
9375,3157
9376,3156
9377,3155
9378,3154
9379,3155
9380,3154
9381,3155
9382,3156
9383,3155
9384,3156
9385,3155
9386,3156
9387,3157
9388,3156
9389,3157
9390,3156
9391,3157
9392,3158
9393,3157
9394,3158
9395,3159
9396,3160
9397,3159
9398,3160
9399,3161
9400,3162
9401,3163
9402,3164
9403,3163
9404,3164
9405,3165
9406,3166
9407,3167
9408,3168
9409,3167
9410,3168
9411,3169
9412,3170
9413,3169
9414,3168
9415,3169
9416,3168
9417,3167
9418,3166
9419,3167
9420,3168
9421,3167
9422,3168
9423,3169
9424,3168
9425,3169
9426,3170
9427,3169
9428,3170
9429,3171
9430,3172
9431,3171
9432,3172
9433,3173
9434,3172
9435,3171
9436,3172
9437,3171
9438,3172
9439,3171
9440,3170
9441,3171
9442,3172
9443,3173
9444,3174
9445,3173
9446,3172
9447,3173
9448,3172
9449,3171
9450,3172
9451,3173
9452,3172
9453,3173
9454,3174
9455,3173
9456,3174
9457,3175
9458,3176
9459,3175
9460,3176
9461,3175
9462,3176
9463,3177
9464,3176
9465,3175
9466,3176
9467,3177
9468,3178
9469,3179
9470,3180
9471,3181
9472,3180
9473,3181
9474,3182
9475,3181
9476,3182
9477,3183
9478,3182
9479,3183
9480,3184
9481,3185
9482,3186
9483,3187
9484,3186
9485,3187
9486,3188
9487,3189
9488,3190
9489,3191
9490,3192
9491,3191
9492,3192
9493,3191
9494,3190
9495,3191
9496,3190
9497,3189
9498,3190
9499,3191
9500,3192
9501,3191
9502,3190
9503,3191
9504,3192
9505,3193
9506,3194
9507,3195
9508,3196
9509,3197
9510,3198
9511,3197
9512,3198
9513,3199
9514,3200
9515,3201
9516,3200
9517,3201
9518,3202
9519,3203
9520,3204
9521,3205
9522,3204
9523,3203
9524,3202
9525,3203
9526,3204
9527,3205
9528,3206
9529,3207
9530,3208
9531,3209
9532,3210
9533,3211
9534,3212
9535,3213
9536,3214
9537,3215
9538,3216
9539,3217
9540,3218
9541,3217
9542,3216
9543,3215
9544,3214
9545,3215
9546,3216
9547,3215
9548,3216
9549,3217
9550,3216
9551,3217
9552,3218
9553,3219
9554,3220
9555,3221
9556,3222
9557,3223
9558,3224
9559,3225
9560,3224
9561,3225
9562,3224
9563,3223
9564,3224
9565,3225
9566,3226
9567,3227
9568,3228
9569,3227
9570,3228
9571,3229
9572,3230
9573,3229
9574,3230
9575,3231
9576,3232
9577,3233
9578,3234
9579,3235
9580,3236
9581,3237
9582,3236
9583,3237
9584,3238
9585,3239
9586,3240
9587,3241
9588,3242
9589,3243
9590,3244
9591,3245
9592,3246
9593,3245
9594,3246
9595,3247
9596,3248
9597,3249
9598,3248
9599,3249
9600,3250
9601,3251
9602,3252
9603,3253
9604,3254
9605,3253
9606,3254
9607,3255
9608,3256
9609,3257
9610,3258
9611,3257
9612,3258
9613,3259
9614,3260
9615,3261
9616,3262
9617,3263
9618,3262
9619,3263
9620,3264
9621,3265
9622,3264
9623,3263
9624,3262
9625,3263
9626,3264
9627,3265
9628,3264
9629,3265
9630,3266
9631,3267
9632,3268
9633,3269
9634,3270
9635,3271
9636,3272
9637,3271
9638,3272
9639,3273
9640,3274
9641,3275
9642,3276
9643,3277
9644,3278
9645,3279
9646,3280
9647,3281
9648,3282
9649,3283
9650,3284
9651,3285
9652,3284
9653,3285
9654,3284
9655,3285
9656,3284
9657,3285
9658,3286
9659,3287
9660,3286
9661,3287
9662,3288
9663,3289
9664,3288
9665,3289
9666,3290
9667,3291
9668,3292
9669,3293
9670,3294
9671,3293
9672,3292
9673,3291
9674,3290
9675,3291
9676,3290
9677,3291
9678,3290
9679,3289
9680,3290
9681,3291
9682,3292
9683,3291
9684,3290
9685,3291
9686,3292
9687,3291
9688,3292
9689,3293
9690,3292
9691,3291
9692,3290
9693,3289
9694,3290
9695,3291
9696,3292
9697,3291
9698,3292
9699,3293
9700,3294
9701,3293
9702,3294
9703,3295
9704,3294
9705,3295
9706,3296
9707,3297
9708,3298
9709,3297
9710,3298
9711,3297
9712,3298
9713,3299
9714,3300
9715,3301
9716,3302
9717,3303
9718,3304
9719,3303
9720,3302
9721,3301
9722,3300
9723,3299
9724,3298
9725,3299
9726,3298
9727,3297
9728,3296
9729,3297
9730,3298
9731,3299
9732,3298
9733,3297
9734,3298
9735,3297
9736,3296
9737,3297
9738,3298
9739,3299
9740,3298
9741,3299
9742,3298
9743,3299
9744,3298
9745,3297
9746,3298
9747,3299
9748,3298
9749,3299
9750,3298
9751,3299
9752,3300
9753,3301
9754,3300
9755,3301
9756,3302
9757,3303
9758,3304
9759,3303
9760,3304
9761,3303
9762,3304
9763,3303
9764,3302
9765,3303
9766,3304
9767,3305
9768,3306
9769,3307
9770,3306
9771,3307
9772,3308
9773,3309
9774,3310
9775,3311
9776,3310
9777,3311
9778,3312
9779,3313
9780,3314
9781,3315
9782,3316
9783,3317
9784,3318
9785,3317
9786,3318
9787,3317
9788,3318
9789,3319
9790,3320
9791,3321
9792,3322
9793,3321
9794,3322
9795,3321
9796,3322
9797,3323
9798,3322
9799,3323
9800,3324
9801,3325
9802,3326
9803,3325
9804,3326
9805,3327
9806,3326
9807,3327
9808,3328
9809,3329
9810,3330
9811,3331
9812,3332
9813,3333
9814,3334
9815,3333
9816,3332
9817,3333
9818,3332
9819,3331
9820,3332
9821,3333
9822,3334
9823,3333
9824,3334
9825,3335
9826,3336
9827,3337
9828,3338
9829,3337
9830,3338
9831,3337
9832,3338
9833,3339
9834,3338
9835,3339
9836,3338
9837,3339
9838,3340
9839,3341
9840,3342
9841,3341
9842,3342
9843,3343
9844,3342
9845,3343
9846,3342
9847,3343
9848,3344
9849,3345
9850,3346
9851,3347
9852,3348
9853,3349
9854,3350
9855,3351
9856,3352
9857,3351
9858,3352
9859,3351
9860,3350
9861,3349
9862,3350
9863,3349
9864,3350
9865,3349
9866,3350
9867,3351
9868,3352
9869,3353
9870,3354
9871,3353
9872,3354
9873,3355
9874,3354
9875,3355
9876,3356
9877,3357
9878,3358
9879,3359
9880,3358
9881,3357
9882,3356
9883,3357
9884,3356
9885,3357
9886,3358
9887,3359
9888,3360
9889,3361
9890,3360
9891,3361
9892,3362
9893,3361
9894,3360
9895,3361
9896,3360
9897,3359
9898,3360
9899,3361
9900,3360
9901,3361
9902,3362
9903,3361
9904,3360
9905,3361
9906,3360
9907,3361
9908,3362
9909,3363
9910,3364
9911,3363
9912,3364
9913,3363
9914,3362
9915,3361
9916,3362
9917,3363
9918,3364
9919,3363
9920,3364
9921,3363
9922,3364
9923,3365
9924,3366
9925,3367
9926,3368
9927,3369
9928,3368
9929,3367
9930,3366
9931,3367
9932,3366
9933,3365
9934,3366
9935,3367
9936,3368
9937,3367
9938,3368
9939,3369
9940,3370
9941,3369
9942,3370
9943,3369
9944,3370
9945,3369
9946,3370
9947,3371
9948,3372
9949,3373
9950,3374
9951,3375
9952,3374
9953,3375
9954,3376
9955,3375
9956,3376
9957,3375
9958,3376
9959,3375
9960,3374
